id,room_id,body,sender_id,sent_at,deleted
193,199,"Hi Wendi,

I wanted to give you a heads up that my students are on Spring vacation right now. Those that are able will try to do their assignment but not all have computers at home. we are also having technical difficulties with the site. Please let your students know that as soon as we are all up and running, we'll be on. We appreciate your patience. Best wishes, ~Michelle in Michigan",118,2015-04-07 17:59:26.812931+00,f
194,200,"I wanted to give you a heads up that my students are on Spring vacation right now. Those that are able will try to do their assignment but not all have computers at home. we are also having technical difficulties with the site. Please let your students know that as soon as we are all up and running, we'll be on. We appreciate your patience. Best wishes, ~Michelle in Michigan",118,2015-04-07 18:00:11.502201+00,f
195,201,"I wanted to give you a heads up that my students are on Spring vacation right now. Those that are able will try to do their assignment but not all have computers at home. we are also having technical difficulties with the site. Please let your students know that as soon as we are all up and running, we'll be on. We appreciate your patience. Best wishes, ~Michelle in Michigan",118,2015-04-07 18:01:01.734575+00,f
322,322,"Hi Denver, my name is Drew L. I live in the US and love this country, I hope we can communicate again soon.",9916,2015-04-08 15:20:30.186177+00,f
328,328,Have you ever been to like a farm and fed pigs because I have and it is really cool.,9922,2015-04-08 15:25:08.468262+00,f
196,202,"I wanted to give you a heads up that my students are on Spring vacation right now. Those that are able will try to do their assignment but not all have computers at home. we are also having technical difficulties with the site. Please let your students know that as soon as we are all up and running, we'll be on. We appreciate your patience. Best wishes, ~Michelle in Michigan",118,2015-04-07 18:01:44.947928+00,f
197,203,"I wanted to give you a heads up that my students are on Spring vacation right now. Those that are able will try to do their assignment but not all have computers at home. We are also having technical difficulties with the site. Please let your students know that as soon as we are all up and running, we'll be on. We appreciate your patience. Best wishes, ~Michelle in Michigan",118,2015-04-07 18:03:09.926011+00,f
198,204,"I wanted to give you a heads up that my students are on Spring vacation right now. Those that are able will try to do their assignment but not all have computers at home. We are also having technical difficulties with the site. Please let your students know that as soon as we are all up and running, we'll be on. We appreciate your patience. Best wishes, ~Michelle in Michigan",118,2015-04-07 18:03:51.229759+00,f
199,205,"Hi Monet, 

Our classes were paired and I am pretty excited about getting our groups talking and interacting. I was hoping, as I am sure you were as well, that we would be paired with a class from another country, but I am excited to see how this goes as it is my first time. My students will be on to comment probably two or three times a week always from about 9:15-10:00. Please feel free to message me here or email me trocoky@danbury.k12.ct.us if you have questions or need anything from our end. 

Thanks, 
Kyle 
Alternative Center for Excellence
Danbury Public Schools
Danbury CT",10122,2015-04-07 18:45:36.758302+00,f
200,135,hi im good and i also live in the us but im a guy and i like to not sit in detention like right now and i also like to do nothing,11380,2015-04-07 19:36:22.410928+00,f
203,211,where are you from,1695,2015-04-07 19:41:43.816689+00,f
204,210,maple syrup is pretty awesome,1701,2015-04-07 19:41:49.013612+00,f
206,89,yis m8 u know how i b!,1702,2015-04-07 19:42:36.387932+00,f
207,215,so you are from Canada is the food good there,1695,2015-04-07 19:42:52.35857+00,f
208,216,Hello,1690,2015-04-07 19:43:18.466648+00,f
209,103,hey Jon so were pen pals,1702,2015-04-07 19:43:29.086299+00,f
210,121,"Arkansas it is quiet where i live, is it loud or quiet where you live.",1696,2015-04-07 19:44:03.048716+00,f
211,213,"Hey! How are you? It would be okay if you don't want to answer. Don't worry, I won't bite.",1700,2015-04-07 19:44:22.829725+00,f
212,219,hello,9981,2015-04-07 19:46:50.788419+00,f
213,208,Hello Carolann My nombre is Fidel. how was your day.,11377,2015-04-07 19:47:18.932667+00,f
215,220,"my country is unique because there's a lot of people here and there's all diferent types of people, so im friends with many diferent people",10021,2015-04-07 19:49:31.784777+00,f
216,225,i live in the us where do u live,9983,2015-04-07 19:52:04.917389+00,f
217,223,i live in the us too,9983,2015-04-07 19:52:16.739116+00,f
218,226,Where do you live?,9900,2015-04-07 19:52:18.743745+00,f
219,231,hey,10061,2015-04-07 20:52:59.613003+00,f
220,236,hi,10054,2015-04-07 20:54:05.698601+00,f
221,235,hiiii,10047,2015-04-07 20:54:05.98833+00,f
222,231,your my pen pal best friend,10061,2015-04-07 20:54:06.767308+00,f
223,234,do u live in the united states,10049,2015-04-07 20:54:27.973978+00,f
224,232,hi my name is Zoey and i live in Texas where do you live,10061,2015-04-07 20:54:52.435889+00,f
225,238,were are you from.,10065,2015-04-07 20:54:52.600076+00,f
226,233,Hi Carlton this is Dylan i live in Texas where do you live?,10052,2015-04-07 20:57:41.587277+00,f
227,239,hi my name is Cody i go to kerr i am in 6th grade,10039,2015-04-07 20:57:47.787202+00,f
228,240,Hello my name is Chloe where are you from?Also I am from North America.,10087,2015-04-07 20:58:28.827683+00,f
229,241,i go to kerr to and i am in 6th grade,10039,2015-04-07 20:58:57.826973+00,f
230,228,I am so sorry for you I am from the U.S. where are you from.,10031,2015-04-07 21:01:21.705642+00,f
231,242,are main sport is also hockey.,10135,2015-04-07 21:08:05.536315+00,f
232,170,"Hi, my name is Maariya, I am 13 years old and in grade eight. I currently live in Ontario (a province in Canada). I know that right now we are doing a project, that is apart of our English mark and I am enjoying talking to new people, however my favourite subjects in school are Math, Science and Drama.  I don't really have many hobbies, but i love to sing and act.",10692,2015-04-07 21:42:43.881312+00,f
233,243,"Hi, my name is Maariya, I am 13 years old and in grade eight. I currently live in Ontario (a province in Canada). I know that right now we are doing a project, that is apart of our English mark and I am enjoying talking to new people, however my favourite subjects in school are Math, Science and Drama.  I don't really have many hobbies, but i love to sing and act.",10692,2015-04-07 21:43:28.561875+00,f
234,244,"Hi, my name is Maariya, I am 13 years old and in grade eight. I currently live in Ontario (a province in Canada). I know that right now we are doing a project, that is apart of our English mark and I am enjoying talking to new people, however my favourite subjects in school are Math, Science and Drama.  I don't really have many hobbies, but i love to sing and act.",10692,2015-04-07 21:43:51.388996+00,f
235,201,"We were on SB last week, so not all of my students are signed up. No worries - we'll roll with it! Thanks for the heads up.
- Meagan (Indiana)",10433,2015-04-07 22:05:47.552021+00,f
237,176,"Hello, I would like to introduce myself. My name is Ayush , some hobbies of mine include playing cricket, badminton, volleyball, watching TV and bike riding. What are some of your hobbies? My favorite subject is science, my favorite color is blue, my favorite food are mangos and my favorite movie would have to be the Avengers. What are some of your favorites or things you like. Anyway, I am looking forward to be giving information about my country and learning more about yours.
Sincerely,
Ayush",10702,2015-04-07 22:21:03.740177+00,f
238,247,"Hello, I would like to introduce myself. My name is Ayush , some hobbies of mine include playing cricket, badminton, volleyball, watching TV and bike riding. What are some of your hobbies? My favorite subject is science, my favorite color is blue, my favorite food are mangos and my favorite movie would have to be the Avengers. What are some of your favorites or things you like. Anyway, I am looking forward to be giving information about my country and learning more about yours.
Sincerely,
Ayush",10702,2015-04-07 22:22:39.615302+00,f
323,325,What country do you live in?,9918,2015-04-08 15:21:26.19334+00,f
608,93,go away,1250,2015-04-09 13:44:20.930254+00,f
201,214,Hi,1703,2015-04-07 19:41:37.461+00,t
202,209,Hi,1703,2015-04-07 19:41:43.356+00,t
205,212,Hi,1703,2015-04-07 19:41:50.176+00,t
1179,441,Hi,10505,2015-04-13 21:20:28.877372+00,f
214,108,hi,9900,2015-04-07 19:49:26.053+00,t
1495,747,?,10011,2015-04-14 19:48:09.770585+00,f
240,248,"Hello, I would like to introduce myself. My name is Ayush , some hobbies of mine include playing cricket, badminton, volleyball, watching TV and bike riding. What are some of your hobbies? My favorite subject is science, my favorite color is blue, my favorite food are mangos and my favorite movie would have to be the Avengers. What are some of your favorites or things you like. Anyway, I am looking forward to be giving information about my country and learning more about yours.
Sincerely,
Ayush",10702,2015-04-07 22:23:32.83264+00,f
243,250,"I agree a little bit to your situation because most countries have similar schooling systems but there government, beliefs, laws are different form us.",10845,2015-04-07 23:00:28.510412+00,f
244,251,"Hey, Dasha! I just wanted to email you and say it's been great getting to know you and learn about your point of view on some important current events that have been going on in the US. I am so sad that we are going separate ways. You were a great PenPal that I was so lucky to get matched up with!

Bye! :(
-Ava",3998,2015-04-07 23:21:18.68422+00,f
