id,name,code,teacher_id,description,course_id,skill,country,state,target_start_date,points
2493,Frydensberg,BcIW8c,28271,"",1,Beginner,Denmark,North Denmark Region,2015-10-18,0
1874,Lockey,wg0Lf8,17780,"",11,Beginner,United States,NC,2015-08-30,0
2566,Room 2,RpO6Xx,29593,"",11,Beginner,United States,MA,2015-10-12,0
2518,Bezs,jOk2jv,28710,"",1,Intermediate,Spain,Community of Madrid,2015-09-29,0
2581,5/6D,4h6UxU,29722,"",1,Beginner,Australia,VIC,2015-10-11,0
2439,Seventh Period Dolen,sKBnzq,14617,"",12,Beginner,United States,KY,2015-09-28,0
2343,Explorers,uOtVdw,25737,"",11,Beginner,United States,IA,2015-10-05,0
2619,Grade 4/5 English,lV23kq,30159,"",11,Beginner,Canada,AB,2015-10-19,0
2106,Mohan Period 4,UCIQss,19595,"",1,Beginner,United States,MD,2015-09-06,0
1554,SES 6,ymEYAd,15484,"",11,Intermediate,United States,PA,2016-01-14,0
248,Mr. Zugrave's Culture Class,7ibsDm,122,Class of all international students from 7 different countries,1,Intermediate,United States,FL ,2015-02-23,25
351,Form 1 - Justice,tuOMCH,4744,"",1,Beginner,Macau,"",2015-04-06,0
301,Brilliant girls,3DXwWM,3785,"",1,Beginner,Turkey,Adana Province ,2015-04-06,0
359,English B,1rHtun,4909,English B and C students in Ms. Winter's first hour.,1,Beginner,United States,MO ,2015-04-06,25
287,Intermediate,JRwAf9,3524,"",1,Intermediate,Turkey,Gaziantep Province ,2015-04-06,0
268,Room 6 Mosston,Y39Ubw,3262,We are year 4/5 students from Wanganui New Zealand,1,Beginner,New Zealand,Manawatu-Wanganui ,2015-02-23,25
281,6th grade,lcndOf,3483,group of 40 kids ages between 11 and 12 years old. Spanish native speakers learning English as a second language,1,Beginner,Mexico,D.F. ,2015-04-06,50
289,RSMSBenefield,P6ZnCH,3558,6th Grade Reading,1,Beginner,United States,GA ,2015-04-06,25
1760,Stockwell1,RhGg6P,16792,"",11,Beginner,United States,MS,2016-01-25,0
372,Talk to me,nFvBeX,5220,Practice  what You have lernt in your school,1,Advanced,Colombia,Cundinamarca ,2015-04-06,25
264,THRIVE ANDREWS,g3mxrk,2904,CURRENT EVENTS ELECTIVE,1,Beginner,United States,LA ,2015-01-12,25
72,8 GRADE A,Fm1QOA,156,"Global awareness, Daily news, Current events and topics , globalization and communication 
what is the impact of technology in our daily communications",1,Beginner,United States,AZ ,2015-01-12,50
270,Logical Thinking,NgNvEM,3327,"High School Students developing logical thinking, solving problems and cresting computer games",1,Beginner,Mexico,NL ,2015-02-23,25
309,George 2,KEBF8z,597,"",1,Intermediate,United States,CT ,2015-02-23,0
1677,Cultural Studies Blue,qQyIIj,16146,"",11,Intermediate,United States,NC,2015-08-13,0
241,3rd Period,IzoE27,2230,Mrs. Gilcher's 6th Grade Social Studies Class 3rd Period,1,Intermediate,United States,GA ,2015-02-23,25
2001,Spanish 61A,J90C0E,18571,"",11,Beginner,United States,DC,2015-08-30,0
61,RAINBOW CLASS,lNjt10,115,We area bunch of 32 enthusiastic kids eager to learn about the issues around them We love to explore about various issues in our society and come up with solutions of the same.,1,Intermediate,India,Telangana ,2015-01-12,50
2071,TRS Spanish,nwtlYh,20359,"",1,Beginner,United States,CA,2015-10-19,0
2211,Please Work 01,Z5TXFW,14068,"",1,Intermediate,United States,MD,2015-09-14,0
2176,TMUDO,pUBazp,22431,"",1,Beginner,Brazil,SP,2015-09-09,0
2246,2nd period,vEL9tO,21607,"",1,Beginner,United States,GA,2015-09-18,0
1702,READ 180-McConnell,QrsO4x,16268,"",1,Beginner,United States,CA,2015-08-31,0
2280,Hampton 2nd/3rd grade,C7Mr7q,24599,"",11,Beginner,United States,NE,2015-09-23,0
2408,Mr. Medernach,aWkBL5,27058,"",11,Beginner,United States,IL,2015-10-05,0
1743,Simmons 15-16,5vh4hI,16592,"",11,Beginner,United States,NC,2015-09-13,0
2312,Around the World in 180 Days,MsNHEe,25668,"",11,Advanced,United States,NJ,2015-09-28,0
2376,Mrs. O'Keefe core two,6DfH0N,25747,"",1,Beginner,United States,NJ,2015-11-02,0
2344,Iowans,4xt3G8,25737,"",11,Beginner,United States,IA,2015-10-05,0
1916,Mrs. Lester's Class,S2LwTw,17978,"",1,Beginner,United States,TX,2015-08-31,0
744,PHSOTA Year 6/7,OIjN7q,9583,"We are a school of the air, most students live in communities or on stations in the regional areas of Western Australia!",1,Beginner,Australia,WA ,2015-05-25,50
1932,Gifted and Talented,btq8Dn,18067,"",11,Intermediate,United States,TX,2015-09-08,0
1967,English Center Israel,hGOrG9,14519,"",1,Beginner,Israel,"",2015-10-31,0
2002,Mr. Wuerfele's Class,YpLmlp,15432,"",11,Beginner,United States,NE,2015-08-28,0
2377,Mrs. O'Keefe core three,6aML2x,25747,"",1,Beginner,United States,NJ,2015-11-02,0
2313,Around the World in 180 Days Freshmen,pmrBRg,25668,"",11,Advanced,United States,NJ,2015-09-28,0
1650,buildOn,xhnJZR,15522,"",11,Intermediate,United States,TX,2015-09-21,0
2281,Hampton 4th/5th,vtTkrJ,24599,"",11,Beginner,United States,NE,2015-09-21,0
1521,HCIS Orange Class,E1jPxU,15115,"",1,Beginner,South Korea,Gyeongsangnam-do,2015-06-22,0
1555,Primary 5/6,NccCyj,15486,"",11,Beginner,United Kingdom,Scotland,2015-08-30,0
1588,"Ms. Murray Cohort 1,4,5",jugGOO,15679,"",11,Beginner,United States,AZ,2015-08-10,0
2072,KP,3G2Zts,20361,"",11,Beginner,United States,LA,2015-10-01,0
292,4/C,YhLhXO,3636,Wè Have 32 students in class.They are so pretty and clever.,1,Beginner,Turkey,Ankara Province ,2015-04-06,25
282,World News 101,boeseV,3485,This is a test class,1,Beginner,United States,TX ,2015-04-06,25
1792,WOrl,T0ELwW,16040,"",11,Intermediate,United States,NE,2015-09-02,0
284,9th 7 grade,BI2AqW,3492,It is a very good class. They are a motivated pupils and they like to improve their English language and also like to know  other cultures and traditions.,1,Intermediate,Israel,Tel Aviv District ,2015-02-23,50
1917,Geography,VH8kQP,17979,"",11,Intermediate,United States,IL,2015-08-31,0
743,Individual,Ialg91,9581,individual student,1,Beginner,Malaysia,"",2015-04-06,25
378,Ms. Noonan's Fabulous Fifth Graders,w3cquP,5309,We have 27 students in our classroom.  We have many different cultures represented in our classroom.  We are excited to learn more about students in other countries!,1,Beginner,United States,CA ,2015-02-23,50
2694,4A,7GYaPK,31854,"",11,Beginner,United States,NC,2016-01-18,0
349,MECHS World History,P3SVqG,4717,"",1,Advanced,United States,TX ,2015-02-23,0
2247,2nd period,14ewxh,21607,"",1,Beginner,United States,GA,2015-09-18,0
2440,Mr. Higgs 6-1,Afygk4,27358,"",11,Beginner,United States,NC,2015-10-02,0
680,1B,PtxLrX,9249,"",1,Beginner,United States,ME ,2015-04-06,0
388,Test,0ZTRG1,5368,Test,1,Beginner,United States,NC ,2015-04-06,25
2543,5/6W,MfBH9b,29254,"",11,Advanced,Australia,NSW,2015-10-11,0
722,s,5Pnw06,9416,"",1,Beginner,South Korea,"",2015-04-06,0
2519,3rd Period,CQiRDc,27291,"",12,Beginner,United States,TX,2015-10-05,0
381,h,RDo5Ye,5337,H,1,Intermediate,Honduras,"",2015-04-06,25
2494,Mrs. Houser's class,GHNHSE,27057,"",11,Beginner,United States,KY,2015-09-28,0
2107,Mohan Period 6,uA6rJR,19595,"",1,Beginner,United States,MD,2015-09-06,0
2037,Room 12,u1L7tG,17497,"",1,Beginner,United States,CA,2015-08-31,0
293,5/B,qXaJHG,3636,Wè Have 35 students in this class.They are talkative and intelligent,1,Beginner,Turkey,Ankara Province ,2015-04-06,25
362,Miss B's 5th Grade Classroom,w7rpJv,4965,"We are a group of fun loving, hard working students living near St. Louis, Missouri, USA!",1,Beginner,United States,MO ,2015-02-23,50
1744,"Henderson International School, Ms. Sauter's",4V5ROB,16593,"",1,Advanced,United States,NV,2015-08-24,0
1761,Ly's Classroom,N92uVz,16796,"",1,Beginner,United States,TX,2015-08-28,0
1777,Ms Chi's Global Citizens,ZRopx6,16837,"",11,Beginner,United States,IN,2015-08-20,0
1832,9th Honors English,9XLi0g,17523,"",11,Beginner,United States,AR,2015-08-24,0
1807,English 9,3fEV7U,17421,"",11,Advanced,United States,WI,2015-10-01,0
1821,Miss. Pepper's,WGSy98,17501,"",11,Beginner,United States,DE,2015-09-13,0
2409,Mr. Prichard,tMdzhm,27061,"",1,Beginner,United States,IL,2015-10-05,0
308,WMS Marone 3 14-15,STZUBX,594,Mr. Marone's Period 3 Social Studies Class,1,Intermediate,United States,CT ,2015-02-23,25
2177,Ms. Halterman's Geography Classes,iOdjHW,22408,"",11,Beginner,United States,ID,2015-10-05,0
2468,7th Grade New Village,eOCSat,21788,"",1,Beginner,United States,AL,2015-10-05,0
2142,social science class,CtQcXE,21748,"",1,Beginner,Indonesia,Kalimantan Timur,2015-09-20,0
2567,Smith,ObWKJg,26594,"",11,Beginner,United States,MO,2015-10-05,0
2620,Bala Janaagraha,942AES,30192,"",11,Beginner,India,KA,2015-11-01,0
2342,Regis,EKCK08,25737,"",11,Beginner,United States,IA,2015-10-05,0
2648,Young Scholars,GY6TCR,30232,"",11,Beginner,United States,MD,2016-11-01,0
2658,7 th grade writing,B9M3xf,26997,"",11,Beginner,United States,TX,2015-10-08,0
2582,5/6D,hmzZhx,29722,"",1,Beginner,Australia,VIC,2015-10-11,0
413,English Corner Metkovic,MmrxX1,5580,"",1,Intermediate,Croatia,Dubrovnik-Neretva County ,2015-02-23,0
1918,Dellyr5,8cI505,18004,"",1,Beginner,United Kingdom,England,2015-08-24,0
1968,Mrs. Lung's Class,TLz4Oe,18353,"",11,Beginner,United States,IN,2015-09-30,0
2038,Miss Harding Gr. 3,im7Tj1,19117,"",11,Beginner,Canada,AB,2015-10-05,0
2583,surfing5,X671HC,29732,"",11,Beginner,Spain,Navarra,2015-10-03,0
804,7th Grade Research Technology Thursday Class,qYvGFT,10638,A class of 11-12 year old students learning about digital and media literacies.,1,Intermediate,United States,NJ ,2015-05-25,25
2609,quarta a itaa,GItZ0h,30062,"",1,Beginner,Italy,Sicily,2015-10-11,0
2143,Maple Class,KS7kC4,21763,"",11,Beginner,United Kingdom,England,2015-09-06,0
2649,LewisRoom167,Va7l87,31060,"",11,Beginner,United States,OH,2015-10-12,0
802,7th Grade Research Tech Monday,809aEd,10638,A class of 11-12 year old students learning about digital and media literacies.,1,Intermediate,United States,NJ ,2015-05-25,25
2495,Cooper Organizers 2016,nx4qXr,21788,"",12,Beginner,United States,AL,2015-09-30,0
798,Kyle's Guidance,HKafnj,10122,Pen Pals for guidance focused on world issues,1,Intermediate,United States,CT ,2015-04-06,25
2248,3rd period,oNxPDQ,21607,"",1,Beginner,United States,GA,2015-09-18,0
2314,Crosstimbers Academy,Fn39Aw,25675,"",11,Advanced,United States,TX,2015-09-28,0
2346,NEW G8 Pd 3,n440OB,19109,"",12,Beginner,United States,CA,2015-09-28,0
2441,Mr. Higgs 6-2,LazbMQ,27358,"",11,Beginner,United States,NC,2015-10-02,0
408,learning,nfkTpI,5525,This classroom is to learning,1,Intermediate,El Salvador,"",2015-04-06,25
2178,World History,PrCtAM,7215,"",11,Intermediate,United States,NC,2015-09-21,0
745,Individual,1fdDjl,9585,individual student,1,Advanced,Australia,TAS ,2015-04-06,25
2003,U.S. History,QQMId3,17979,"",1,Advanced,United States,IL,2015-08-31,0
402,Mrs. Mantooth's Class,A0RjQa,41,7th grade elective class,1,Intermediate,United States,OK ,2015-02-23,25
2378,8-A,h9CP9G,25876,"",11,Beginner,Ukraine,Kirovohrads'ka oblast,2015-09-28,0
2213,Mrs. Anderson's Fabulous Rams,wgBAsd,23554,"",11,Beginner,United States,NC,2015-09-21,0
2345,Cedar Rapids,2Z7bCV,25737,"",11,Beginner,United States,IA,2015-10-05,0
1522,Wallabies,dXZU7x,15119,"",1,Beginner,Australia,NSW,2015-10-07,0
1556,Brunetti,jXUE5t,15488,"",11,Beginner,United States,NC,2015-08-23,0
2680,5th Class Santa Teresa,jID6Tu,31810,"",11,Beginner,Italy,Tuscany,2015-11-05,0
813,Mr. Manhart's 5th hour,OGcsUj,10844,8th grade ELA,1,Beginner,United States,MO ,2015-04-06,25
404,No_clads,fnYxZ0,5504,"",1,Beginner,United States,PA ,2015-02-23,0
817,room ten,RFufqJ,11004,A gr.3/4 class in rural Canada,1,Beginner,Canada,MB ,2015-04-06,25
2602,NH Cat Travel Group,zYlR3R,29922,"",1,Beginner,United States,NH,2015-10-12,0
2520,4th Period,1gxiIl,27291,"",12,Beginner,United States,TX,2015-10-05,0
649,Essex Class World Cultures,s4pt2q,9134,"This is a 6th grade World Cultures class, wanting to become more globally oriented!",1,Beginner,United States,TX ,2015-04-06,25
2568,Mrs. Rusch,NPE8Gr,29602,"",11,Beginner,United States,CO,2015-10-19,0
1589,"Ms. Murray Cohort 2,3",xfWEeJ,15679,"",11,Beginner,United States,AZ,2015-08-11,0
2544,Vidnoe school,H8Q1Ik,25210,"",11,Intermediate,Russia,МО,2015-10-11,0
1651,Miss Goebbert's 3rd grade,bc9xFQ,16005,"",11,Beginner,United States,IL,2015-09-08,0
2282,JSB Homeschool,5Xi0Pf,24611,"",11,Intermediate,United States,NY,2015-09-21,0
2410,Miss Burns Class,oFkkhw,27060,"",11,Beginner,United States,IL,2015-10-05,0
2637,Español III,pENdxH,30755,"",11,Intermediate,United States,KS,2015-11-09,0
2670,OMU BCS,zNbpkR,31612,"",1,Beginner,Spain,Community of Madrid,2015-10-08,0
2636,PittmansPlace,xxer8r,17666,"",11,Beginner,United States,GA,2015-10-12,0
2659,Mrs. George,vHYiYX,31222,"",11,Advanced,United States,KS,2015-10-12,0
2108,Mohan Period 2,Rrua6d,19595,"",1,Beginner,United States,MD,2015-09-06,0
2685,Lantzy,nybR5L,31830,"",11,Intermediate,United States,PA,2015-11-09,0
2688,1HDS,o5e5Jo,31842,"",11,Intermediate,Norway,Oslo,2015-10-18,0
2677,Mrs. Link's Class,uhkCJD,31757,"",11,Beginner,United States,NC,2015-10-19,0
2621,Technology,houbWP,30251,"",1,Intermediate,United States,NY,2015-10-13,0
1523,Milbrodale,cwtixo,15119,"",1,Beginner,Australia,NSW,2015-07-14,0
1919,4° Ciencias Sociales,ylHygn,18053,"",1,Beginner,Argentina,Buenos Aires Province,2015-09-28,0
1557,Class 3 Ms. Pascale,mUYYjD,15511,"",1,Intermediate,Italy,Friuli-Venezia Giulia,2015-09-30,0
1969,Mrs. Butcher's Class,Wdabr9,18353,"",11,Beginner,United States,IN,2015-09-30,0
2584,Via Afrika and PenPal Schools,dcYw6n,29746,"",14,Advanced,South Africa,WC,2015-10-04,0
2442,GMS Gators,O9qN8d,27405,"",1,Intermediate,United States,KY,2015-10-19,0
2039,4th/5th 2015-2016,DA36p9,19119,"",11,Beginner,United States,MO,2015-09-07,0
2004,World History,0yMW3F,17979,"",11,Intermediate,United States,IL,2015-08-31,0
2074,Room 11,PSk6NA,20374,"",11,Beginner,New Zealand,Auckland,2015-09-06,0
1590,Bilingual,ExQesT,15699,"",1,Beginner,South Korea,Gangwon-do,2015-07-22,0
2144,7th Grade Village,VEC82t,21788,"",1,Intermediate,United States,AL,2015-09-14,0
2179,French 2 Pre-AP,OXerG7,22441,"",11,Beginner,United States,TX,2015-10-05,0
2214,Gilbert's Grizzlies,5IVdZz,23573,"",11,Beginner,United States,TN,2015-09-28,0
2249,4th period,DQ47wJ,21607,"",1,Beginner,United States,GA,2015-09-18,0
2347,8th Grade Writing Class,3B3MVo,26103,"",11,Beginner,United States,VT,2015-10-05,0
835,Individual,a3VvVc,11507,individual student,1,Beginner,United Kingdom,"",2015-09-14,25
840,Individual,aZEpYm,11537,individual student,1,Beginner,Dominican Republic,Santo Domingo ,2015-05-25,25
432,Brooks Classroom,3wGzSf,5922,Self-contained 5th grade,1,Beginner,United States,IL ,2015-02-23,25
2379,mslaytech,tUx0Bf,26594,"",11,Beginner,United States,MO,2015-10-05,0
2678,World Learners,QboKxW,31763,"",11,Beginner,United States,NY,2015-10-12,0
2283,Hampton 6th Grade,UA3haW,24599,"",11,Intermediate,United States,NE,2015-10-01,0
2496,World history,xT7VEU,28414,"",11,Beginner,United States,FL,2015-09-29,0
667,Individual,epG0r6,9220,individual student,1,Beginner,United States,IN ,2015-04-06,25
679,2A,d2izR4,9249,"",1,Beginner,United States,ME ,2015-04-06,0
2569,Kathy Wahl,ruxM0F,2184,"",11,Intermediate,United States,NY,2015-10-19,0
458,Individual,nPFBgl,6048,individual student,1,Beginner,Bolivia,La Paz Department ,2015-04-06,25
2572,Mrs. Anderson's PM class,YpfKGU,15767,"",1,Beginner,United States,IA,2015-10-19,0
2638,T Craig,s37Nf9,28616,"",11,Beginner,United States,IL,2015-10-12,0
2622,Mrs. Holland Computers,QoXxvC,30360,"",11,Beginner,United States,KS,2015-10-13,0
2671,English 9 Nueve,rLI6Ok,29649,"",11,Intermediate,United States,WA,2015-10-26,0
427,Academic reading,5xijWu,5840,Kids with access to Internet. They read articles and do comprehension exercises.,1,Intermediate,Nicaragua,Carazo ,2015-04-06,25
2521,5th,XSJPUS,27291,"",12,Beginner,United States,TX,2015-10-05,0
731,Individual,MLuTVz,9457,individual student,1,Beginner,Norway,Nordland ,2015-04-06,25
436,Individual,NPzcnB,5936,individual student,1,Advanced,India,GJ ,2015-04-06,25
746,Individual,8pdiQz,9607,individual student,1,Beginner,Norway,Oppland ,2015-04-06,25
681,3B,R8YXEu,9249,"",1,Beginner,United States,ME ,2015-04-06,0
2650,CIA FIRST International School 10 Artemis,M00NKl,31076,"",1,Intermediate,Cambodia,Phnom Penh,2015-10-18,0
2411,Human Geography,W0uaLL,27098,"",1,Advanced,United States,PA,2015-10-05,0
447,Individual,7bIUq6,5988,individual student,1,Intermediate,Germany,SH ,2015-04-06,25
2665,Mrs. Hirst's English Class,Fm5uo0,20419,"",11,Beginner,United States,MN,2015-10-26,0
660,Individual,BId9HJ,9194,individual student,1,Beginner,Turkey,Ankara Province ,2015-04-06,25
678,1A,GjUNn3,9249,"",1,Beginner,United States,ME ,2015-04-06,0
440,Mrs. Post's 4th grade class,K8FZ4t,5951,4th Grade Reading and Language Arts (Learning Support),1,Beginner,United States,PA ,2015-04-06,25
2683,French 4 AP,IHeVoI,22441,"",1,Advanced,United States,TX,2015-10-12,0
787,3,u6B55K,10156,Beginners,1,Beginner,Russia,Adygea ,2015-04-06,25
830,Individual,IV0XEV,11448,individual student,1,Beginner,Australia,VIC ,2015-05-25,25
2686,Lantzy,ziyHbn,31830,"",11,Beginner,United States,PA,2015-11-09,0
2689,1HDS2,u0zGNB,31842,"",11,Beginner,Norway,Oslo,2015-10-18,0
2779,SC,OB8TWx,33317,"",1,Beginner,Ecuador,Imbabura,2015-11-09,0
2697,Thales 4th grade,9XLIn0,31886,"",11,Beginner,United States,NC,2015-10-11,0
2698,Duany Independent,tDN4qA,31888,"",1,Beginner,United States,KY,2015-10-12,0
2510,Grade 7 Apollo,yx9omJ,28665,"",11,Beginner,Cambodia,Phnom Penh,2015-10-18,0
2700,Geography 5,ODWVnt,26945,"",11,Beginner,United States,MO,2015-10-12,0
2109,duzce_,Qtk9rp,20671,"",11,Beginner,Turkey,Düzce,2015-11-01,0
2728,ESL,OmMmaN,32470,"",1,Beginner,Canada,QC,2015-10-26,0
1524,brenner2,6QLHQV,15124,"",1,Beginner,Israel,"",2015-09-06,0
1920,6th Grade Spanish Scholars,lxpkNw,391,"",11,Beginner,United States,MA,2015-10-04,0
1970,Mr. Davis' Class,aKd6dF,18353,"",11,Beginner,United States,IN,2015-09-30,0
2497,World History,vCWzd5,28414,"",11,Beginner,United States,FL,2015-09-29,0
2284,Decision 2016 - Semester 1,mPhmUI,15989,"",12,Beginner,United States,PA,2015-09-21,0
2040,Ms. Grounds' World Studies,B8wrUn,14453,"",11,Beginner,United States,OK,2015-08-31,0
1623,Regions and People,QsH99z,15853,"",11,Beginner,United States,OH,2015-08-31,0
1704,Goodrich,6BN1lc,16271,"",11,Beginner,United States,MI,2015-09-13,0
2546,Kelsay,lcY31B,26594,"",1,Beginner,United States,MO,2015-10-05,0
2110,Sixth Grade Spanish,wZUdUq,20785,"",11,Beginner,United States,NJ,2015-09-20,0
2005,Mrs Wentink,xIxHJ0,18592,"",1,Intermediate,Netherlands,GE,2015-09-10,0
2145,Mr. Thuro's Class,vdPptw,21793,"",11,Beginner,United States,MD,2015-09-21,0
2180,French 3,WdpZps,22441,"",11,Intermediate,United States,TX,2015-10-05,0
2348,CCMS-WACO,08VFB5,26119,"",11,Beginner,United States,TX,2015-09-21,0
2522,6th Period,eoK2mk,27291,"",12,Beginner,United States,TX,2015-10-05,0
1679,Science Enrichment,ZWIXt2,16154,"",1,Beginner,United States,AL,2015-09-14,0
2215,Mrs. Kennedy's Prinicples of Business and Finanace class,8Yjeca,21332,"",1,Intermediate,United States,NC,2015-09-14,0
2585,Mrs. Franz's Q2 GDC Classes,Qw3xz5,16029,"",11,Intermediate,United States,NJ,2015-10-19,0
1558,English IV,Ip80Pi,15522,"",11,Advanced,United States,TX,2015-09-21,0
1652,6th Grade,SL7wEP,15946,"",1,Beginner,United States,CA,2015-09-14,0
2666,Our Fabulous 4th Grade Class!,WwsJ7W,31423,"",11,Beginner,United States,NV,2015-10-12,0
459,Individual,5FFHRM,6053,individual student,1,Beginner,Venezuela,"",2015-04-06,25
2699,Geography 2,G6mVvo,26945,"",11,Beginner,United States,MO,2015-10-12,0
462,Ms. McConnell/Harper,Xt4MQE,6058,Harper's Homeroom,1,Beginner,United States,OH ,2015-04-06,25
2639,Ms. Porter's Fifth Grade,4MxBDG,30791,"",12,Beginner,United States,MI,2015-10-07,0
2651,CIA FIRST International School 10 Artemis,OVcwvF,31076,"",1,Intermediate,Cambodia,Phnom Penh,2015-10-18,0
465,Individual,nTv3sb,6088,individual student,1,Intermediate,United States,CA ,2015-04-06,25
2380,Principles of Business - Block 3,liMgkW,26597,"",11,Advanced,United States,TX,2015-09-28,0
2570,Advanced Placement United States History,93vsch,122,"",14,Advanced,United States,FL,2015-10-05,0
